"id","year","state_name","state_code","place","gender","number_of_deaths"
343,"2018","Delhi","7","Urban Area (Near Recreation Place/ Cinema Hall)","Male",19.0
344,"2018","Delhi","7","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
345,"2018","Delhi","7","Urban Area (Near Religious Place)","Female",3.0
346,"2018","Delhi","7","Urban Area (Near Religious Place)","Male",45.0
347,"2018","Delhi","7","Urban Area (Near Religious Place)","Transgender",0.0
348,"2018","Delhi","7","Urban Area (Near Residential Area)","Female",58.0
349,"2018","Delhi","7","Urban Area (Near Residential Area)","Male",440.0
350,"2018","Delhi","7","Urban Area (Near Residential Area)","Transgender",0.0
351,"2018","Delhi","7","Urban Area (Near School/College/ Educational Institution)","Female",13.0
352,"2018","Delhi","7","Urban Area (Near School/College/ Educational Institution)","Male",55.0
353,"2018","Delhi","7","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
354,"2018","Delhi","7","Urban Area (Others)","Female",60.0
355,"2018","Delhi","7","Urban Area (Others)","Male",684.0
356,"2018","Delhi","7","Urban Area (Others)","Transgender",0.0
357,"2018","Delhi","7","Urban Area (Sub Total)","Female",150.0
358,"2018","Delhi","7","Urban Area (Sub Total)","Male",1325.0
359,"2018","Delhi","7","Urban Area (Sub Total)","Transgender",0.0
360,"2018","Goa","30","Rural Area (Near Factory)","Female",0.0
361,"2018","Goa","30","Rural Area (Near Factory)","Male",5.0
362,"2018","Goa","30","Rural Area (Near Factory)","Transgender",0.0
363,"2018","Goa","30","Rural Area (Near Recreation Place/ Cinema Hall)","Female",2.0
364,"2018","Goa","30","Rural Area (Near Recreation Place/ Cinema Hall)","Male",6.0
365,"2018","Goa","30","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
366,"2018","Goa","30","Rural Area (Near Religious Place)","Female",4.0
367,"2018","Goa","30","Rural Area (Near Religious Place)","Male",16.0
368,"2018","Goa","30","Rural Area (Near Religious Place)","Transgender",0.0
369,"2018","Goa","30","Rural Area (Near Residential Area)","Female",17.0
370,"2018","Goa","30","Rural Area (Near Residential Area)","Male",94.0
371,"2018","Goa","30","Rural Area (Near Residential Area)","Transgender",0.0
372,"2018","Goa","30","Rural Area (Near School/College/ Educational Institution)","Female",2.0
373,"2018","Goa","30","Rural Area (Near School/College/ Educational Institution)","Male",4.0
374,"2018","Goa","30","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
375,"2018","Goa","30","Rural Area (Others)","Female",11.0
376,"2018","Goa","30","Rural Area (Others)","Male",45.0
377,"2018","Goa","30","Rural Area (Others)","Transgender",0.0
378,"2018","Goa","30","Rural Area (Sub Total)","Female",36.0
379,"2018","Goa","30","Rural Area (Sub Total)","Male",170.0
380,"2018","Goa","30","Rural Area (Sub Total)","Transgender",0.0
381,"2018","Goa","30","Urban Area (At Pedestrian Crossing)","Female",0.0
382,"2018","Goa","30","Urban Area (At Pedestrian Crossing)","Male",0.0
383,"2018","Goa","30","Urban Area (At Pedestrian Crossing)","Transgender",0.0
384,"2018","Goa","30","Urban Area (Near Factory/Industrial Area)","Female",1.0
385,"2018","Goa","30","Urban Area (Near Factory/Industrial Area)","Male",4.0
386,"2018","Goa","30","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
387,"2018","Goa","30","Urban Area (Near Recreation Place/ Cinema Hall)","Female",0.0
388,"2018","Goa","30","Urban Area (Near Recreation Place/ Cinema Hall)","Male",0.0
389,"2018","Goa","30","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
390,"2018","Goa","30","Urban Area (Near Religious Place)","Female",4.0
391,"2018","Goa","30","Urban Area (Near Religious Place)","Male",7.0
392,"2018","Goa","30","Urban Area (Near Religious Place)","Transgender",0.0
393,"2018","Goa","30","Urban Area (Near Residential Area)","Female",0.0
394,"2018","Goa","30","Urban Area (Near Residential Area)","Male",23.0
395,"2018","Goa","30","Urban Area (Near Residential Area)","Transgender",0.0
396,"2018","Goa","30","Urban Area (Near School/College/ Educational Institution)","Female",0.0
397,"2018","Goa","30","Urban Area (Near School/College/ Educational Institution)","Male",4.0
398,"2018","Goa","30","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
399,"2018","Goa","30","Urban Area (Others)","Female",2.0
400,"2018","Goa","30","Urban Area (Others)","Male",13.0
401,"2018","Goa","30","Urban Area (Others)","Transgender",0.0
402,"2018","Goa","30","Urban Area (Sub Total)","Female",7.0
403,"2018","Goa","30","Urban Area (Sub Total)","Male",51.0
404,"2018","Goa","30","Urban Area (Sub Total)","Transgender",0.0
405,"2018","Gujarat","24","Rural Area (Near Factory)","Female",80.0
406,"2018","Gujarat","24","Rural Area (Near Factory)","Male",469.0
407,"2018","Gujarat","24","Rural Area (Near Factory)","Transgender",0.0
408,"2018","Gujarat","24","Rural Area (Near Recreation Place/ Cinema Hall)","Female",36.0
409,"2018","Gujarat","24","Rural Area (Near Recreation Place/ Cinema Hall)","Male",118.0
410,"2018","Gujarat","24","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
411,"2018","Gujarat","24","Rural Area (Near Religious Place)","Female",58.0
412,"2018","Gujarat","24","Rural Area (Near Religious Place)","Male",300.0
413,"2018","Gujarat","24","Rural Area (Near Religious Place)","Transgender",0.0
414,"2018","Gujarat","24","Rural Area (Near Residential Area)","Female",288.0
415,"2018","Gujarat","24","Rural Area (Near Residential Area)","Male",1490.0
416,"2018","Gujarat","24","Rural Area (Near Residential Area)","Transgender",1.0
417,"2018","Gujarat","24","Rural Area (Near School/College/ Educational Institution)","Female",64.0
418,"2018","Gujarat","24","Rural Area (Near School/College/ Educational Institution)","Male",328.0
419,"2018","Gujarat","24","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
420,"2018","Gujarat","24","Rural Area (Others)","Female",299.0
421,"2018","Gujarat","24","Rural Area (Others)","Male",2053.0
422,"2018","Gujarat","24","Rural Area (Others)","Transgender",0.0
423,"2018","Gujarat","24","Rural Area (Sub Total)","Female",825.0
424,"2018","Gujarat","24","Rural Area (Sub Total)","Male",4758.0
425,"2018","Gujarat","24","Rural Area (Sub Total)","Transgender",1.0
426,"2018","Gujarat","24","Urban Area (At Pedestrian Crossing)","Female",16.0
427,"2018","Gujarat","24","Urban Area (At Pedestrian Crossing)","Male",113.0
428,"2018","Gujarat","24","Urban Area (At Pedestrian Crossing)","Transgender",0.0
429,"2018","Gujarat","24","Urban Area (Near Factory/Industrial Area)","Female",27.0
430,"2018","Gujarat","24","Urban Area (Near Factory/Industrial Area)","Male",291.0
431,"2018","Gujarat","24","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
432,"2018","Gujarat","24","Urban Area (Near Recreation Place/ Cinema Hall)","Female",19.0
433,"2018","Gujarat","24","Urban Area (Near Recreation Place/ Cinema Hall)","Male",113.0
434,"2018","Gujarat","24","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
435,"2018","Gujarat","24","Urban Area (Near Religious Place)","Female",14.0
436,"2018","Gujarat","24","Urban Area (Near Religious Place)","Male",150.0
437,"2018","Gujarat","24","Urban Area (Near Religious Place)","Transgender",0.0
438,"2018","Gujarat","24","Urban Area (Near Residential Area)","Female",174.0
439,"2018","Gujarat","24","Urban Area (Near Residential Area)","Male",846.0
440,"2018","Gujarat","24","Urban Area (Near Residential Area)","Transgender",0.0
441,"2018","Gujarat","24","Urban Area (Near School/College/ Educational Institution)","Female",24.0
442,"2018","Gujarat","24","Urban Area (Near School/College/ Educational Institution)","Male",196.0
443,"2018","Gujarat","24","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
444,"2018","Gujarat","24","Urban Area (Others)","Female",74.0
445,"2018","Gujarat","24","Urban Area (Others)","Male",399.0
446,"2018","Gujarat","24","Urban Area (Others)","Transgender",0.0
447,"2018","Gujarat","24","Urban Area (Sub Total)","Female",348.0
448,"2018","Gujarat","24","Urban Area (Sub Total)","Male",2108.0
449,"2018","Gujarat","24","Urban Area (Sub Total)","Transgender",0.0
450,"2018","Haryana","6","Rural Area (Near Factory)","Female",37.0
451,"2018","Haryana","6","Rural Area (Near Factory)","Male",244.0
452,"2018","Haryana","6","Rural Area (Near Factory)","Transgender",0.0
453,"2018","Haryana","6","Rural Area (Near Recreation Place/ Cinema Hall)","Female",8.0
454,"2018","Haryana","6","Rural Area (Near Recreation Place/ Cinema Hall)","Male",63.0
455,"2018","Haryana","6","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
456,"2018","Haryana","6","Rural Area (Near Religious Place)","Female",14.0
457,"2018","Haryana","6","Rural Area (Near Religious Place)","Male",90.0
458,"2018","Haryana","6","Rural Area (Near Religious Place)","Transgender",0.0
459,"2018","Haryana","6","Rural Area (Near Residential Area)","Female",82.0
460,"2018","Haryana","6","Rural Area (Near Residential Area)","Male",1116.0
461,"2018","Haryana","6","Rural Area (Near Residential Area)","Transgender",0.0
462,"2018","Haryana","6","Rural Area (Near School/College/ Educational Institution)","Female",28.0
463,"2018","Haryana","6","Rural Area (Near School/College/ Educational Institution)","Male",154.0
464,"2018","Haryana","6","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
465,"2018","Haryana","6","Rural Area (Others)","Female",113.0
466,"2018","Haryana","6","Rural Area (Others)","Male",1686.0
467,"2018","Haryana","6","Rural Area (Others)","Transgender",0.0
468,"2018","Haryana","6","Rural Area (Sub Total)","Female",282.0
469,"2018","Haryana","6","Rural Area (Sub Total)","Male",3353.0
470,"2018","Haryana","6","Rural Area (Sub Total)","Transgender",0.0
471,"2018","Haryana","6","Urban Area (At Pedestrian Crossing)","Female",44.0
472,"2018","Haryana","6","Urban Area (At Pedestrian Crossing)","Male",262.0
473,"2018","Haryana","6","Urban Area (At Pedestrian Crossing)","Transgender",0.0
474,"2018","Haryana","6","Urban Area (Near Factory/Industrial Area)","Female",28.0
475,"2018","Haryana","6","Urban Area (Near Factory/Industrial Area)","Male",295.0
476,"2018","Haryana","6","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
477,"2018","Haryana","6","Urban Area (Near Recreation Place/ Cinema Hall)","Female",7.0
478,"2018","Haryana","6","Urban Area (Near Recreation Place/ Cinema Hall)","Male",58.0
479,"2018","Haryana","6","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
480,"2018","Haryana","6","Urban Area (Near Religious Place)","Female",10.0
481,"2018","Haryana","6","Urban Area (Near Religious Place)","Male",41.0
482,"2018","Haryana","6","Urban Area (Near Religious Place)","Transgender",0.0
483,"2018","Haryana","6","Urban Area (Near Residential Area)","Female",35.0
484,"2018","Haryana","6","Urban Area (Near Residential Area)","Male",323.0
485,"2018","Haryana","6","Urban Area (Near Residential Area)","Transgender",0.0
486,"2018","Haryana","6","Urban Area (Near School/College/ Educational Institution)","Female",12.0
487,"2018","Haryana","6","Urban Area (Near School/College/ Educational Institution)","Male",92.0
488,"2018","Haryana","6","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
489,"2018","Haryana","6","Urban Area (Others)","Female",101.0
490,"2018","Haryana","6","Urban Area (Others)","Male",486.0
491,"2018","Haryana","6","Urban Area (Others)","Transgender",0.0
492,"2018","Haryana","6","Urban Area (Sub Total)","Female",237.0
493,"2018","Haryana","6","Urban Area (Sub Total)","Male",1557.0
494,"2018","Haryana","6","Urban Area (Sub Total)","Transgender",0.0
495,"2018","Himachal Pradesh","2","Rural Area (Near Factory)","Female",9.0
496,"2018","Himachal Pradesh","2","Rural Area (Near Factory)","Male",57.0
497,"2018","Himachal Pradesh","2","Rural Area (Near Factory)","Transgender",0.0
498,"2018","Himachal Pradesh","2","Rural Area (Near Recreation Place/ Cinema Hall)","Female",1.0
499,"2018","Himachal Pradesh","2","Rural Area (Near Recreation Place/ Cinema Hall)","Male",14.0
500,"2018","Himachal Pradesh","2","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
501,"2018","Himachal Pradesh","2","Rural Area (Near Religious Place)","Female",12.0
502,"2018","Himachal Pradesh","2","Rural Area (Near Religious Place)","Male",44.0
503,"2018","Himachal Pradesh","2","Rural Area (Near Religious Place)","Transgender",0.0
504,"2018","Himachal Pradesh","2","Rural Area (Near Residential Area)","Female",89.0
505,"2018","Himachal Pradesh","2","Rural Area (Near Residential Area)","Male",365.0
506,"2018","Himachal Pradesh","2","Rural Area (Near Residential Area)","Transgender",0.0
507,"2018","Himachal Pradesh","2","Rural Area (Near School/College/ Educational Institution)","Female",11.0
508,"2018","Himachal Pradesh","2","Rural Area (Near School/College/ Educational Institution)","Male",48.0
509,"2018","Himachal Pradesh","2","Rural Area (Near School/College/ Educational Institution)","Transgender",0.0
510,"2018","Himachal Pradesh","2","Rural Area (Others)","Female",12.0
511,"2018","Himachal Pradesh","2","Rural Area (Others)","Male",74.0
512,"2018","Himachal Pradesh","2","Rural Area (Others)","Transgender",0.0
513,"2018","Himachal Pradesh","2","Rural Area (Sub Total)","Female",134.0
514,"2018","Himachal Pradesh","2","Rural Area (Sub Total)","Male",602.0
515,"2018","Himachal Pradesh","2","Rural Area (Sub Total)","Transgender",0.0
516,"2018","Himachal Pradesh","2","Urban Area (At Pedestrian Crossing)","Female",2.0
517,"2018","Himachal Pradesh","2","Urban Area (At Pedestrian Crossing)","Male",7.0
518,"2018","Himachal Pradesh","2","Urban Area (At Pedestrian Crossing)","Transgender",0.0
519,"2018","Himachal Pradesh","2","Urban Area (Near Factory/Industrial Area)","Female",3.0
520,"2018","Himachal Pradesh","2","Urban Area (Near Factory/Industrial Area)","Male",19.0
521,"2018","Himachal Pradesh","2","Urban Area (Near Factory/Industrial Area)","Transgender",0.0
522,"2018","Himachal Pradesh","2","Urban Area (Near Recreation Place/ Cinema Hall)","Female",5.0
523,"2018","Himachal Pradesh","2","Urban Area (Near Recreation Place/ Cinema Hall)","Male",20.0
524,"2018","Himachal Pradesh","2","Urban Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
525,"2018","Himachal Pradesh","2","Urban Area (Near Religious Place)","Female",4.0
526,"2018","Himachal Pradesh","2","Urban Area (Near Religious Place)","Male",28.0
527,"2018","Himachal Pradesh","2","Urban Area (Near Religious Place)","Transgender",0.0
528,"2018","Himachal Pradesh","2","Urban Area (Near Residential Area)","Female",33.0
529,"2018","Himachal Pradesh","2","Urban Area (Near Residential Area)","Male",162.0
530,"2018","Himachal Pradesh","2","Urban Area (Near Residential Area)","Transgender",0.0
531,"2018","Himachal Pradesh","2","Urban Area (Near School/College/ Educational Institution)","Female",5.0
532,"2018","Himachal Pradesh","2","Urban Area (Near School/College/ Educational Institution)","Male",27.0
533,"2018","Himachal Pradesh","2","Urban Area (Near School/College/ Educational Institution)","Transgender",0.0
534,"2018","Himachal Pradesh","2","Urban Area (Others)","Female",4.0
535,"2018","Himachal Pradesh","2","Urban Area (Others)","Male",22.0
536,"2018","Himachal Pradesh","2","Urban Area (Others)","Transgender",0.0
537,"2018","Himachal Pradesh","2","Urban Area (Sub Total)","Female",56.0
538,"2018","Himachal Pradesh","2","Urban Area (Sub Total)","Male",285.0
539,"2018","Himachal Pradesh","2","Urban Area (Sub Total)","Transgender",0.0
540,"2018","Jammu And Kashmir","1","Rural Area (Near Factory)","Female",8.0
541,"2018","Jammu And Kashmir","1","Rural Area (Near Factory)","Male",36.0
542,"2018","Jammu And Kashmir","1","Rural Area (Near Factory)","Transgender",0.0
543,"2018","Jammu And Kashmir","1","Rural Area (Near Recreation Place/ Cinema Hall)","Female",1.0
544,"2018","Jammu And Kashmir","1","Rural Area (Near Recreation Place/ Cinema Hall)","Male",3.0
545,"2018","Jammu And Kashmir","1","Rural Area (Near Recreation Place/ Cinema Hall)","Transgender",0.0
546,"2018","Jammu And Kashmir","1","Rural Area (Near Religious Place)","Female",2.0
547,"2018","Jammu And Kashmir","1","Rural Area (Near Religious Place)","Male",19.0
548,"2018","Jammu And Kashmir","1","Rural Area (Near Religious Place)","Transgender",0.0
